代码,名称,最新价,综合得分,资金得分,趋势得分,启动得分,板块得分,位置得分,分析师得分,多日得分,技术面得分,行业内得分,融资得分,加速度得分,占比趋势得分,涨跌幅,换手率,量比,总市值,触发信号
300578,会畅科技,20.32,0.3667,0.178,0.53,0.607,0.682,0.743,0.5,0.378,0.5,0.227,0.637,0.7,0.0,-2.78,5.59,1.29,40.28841117,
688080,映翰通,41.16,0.3664,0.381,0.283,0.643,0.528,0.502,0.5,0.361,0.5,0.608,0.355,0.7,0.0,-1.77,2.22,1.16,30.31686393,
300469,信息发展,53.0,0.3659,0.29,0.725,0.643,0.822,0.294,0.5,0.265,0.5,0.114,0.284,0.7,0.0,2.51,3.8,1.6,131.56657672,
600105,永鼎股份,63.7,0.3659,0.137,0.729,0.808,0.528,0.462,0.5,0.625,0.5,0.039,0.004,0.7,0.0,2.54,10.01,1.05,931.29068887,
603293,埃泰克,41.81,0.3654,0.408,0.559,0.414,0.528,0.45,0.5,0.345,0.5,0.508,0.507,0.7,0.0,-1.67,7.7,1.34,74.87780411,
688209,英集芯,25.74,0.3654,0.275,0.546,0.485,0.528,0.556,0.5,0.447,0.5,0.552,0.575,0.7,0.0,0.51,3.93,1.13,111.65601421,
300858,科拓生物,15.4,0.3649,0.469,0.454,0.352,0.815,0.445,0.5,0.366,0.5,0.313,0.476,0.7,0.0,-1.28,3.51,1.33,40.57824817,
300142,沃森生物,12.38,0.3645,0.233,0.475,0.634,0.528,0.15,0.5,0.87,0.5,0.1,0.908,1.0,0.0,-0.48,4.05,1.01,197.99934938,
000551,创元科技,15.31,0.3643,0.487,0.489,0.212,0.367,0.44,0.5,0.885,0.5,0.5,0.603,0.246,0.0,-2.05,4.92,1.13,74.21262934,
688767,博拓生物,35.42,0.3641,0.364,0.282,0.643,0.171,0.698,0.5,0.292,0.5,0.6,0.673,0.7,0.0,-7.25,2.25,1.2,52.8938669,
605055,迎丰股份,11.12,0.3639,0.368,0.308,0.543,0.563,0.569,0.5,0.39,0.5,0.5,0.572,0.7,0.0,-3.47,2.36,1.28,48.928,
603258,电魂网络,12.92,0.3637,0.497,0.581,0.382,0.661,0.349,0.5,0.291,0.5,0.278,0.383,0.7,0.0,1.97,2.43,1.94,31.3652057,
300678,中科信息,23.73,0.3635,0.426,0.452,0.452,0.752,0.222,0.5,0.454,0.5,0.37,0.646,0.7,0.0,-0.17,2.54,1.41,70.33246733,
300457,赢合科技,23.61,0.3634,0.39,0.521,0.643,0.787,0.187,0.5,0.141,0.5,0.238,0.639,0.7,0.0,0.55,3.5,1.17,152.32686295,
001339,智微智能,131.19,0.3634,0.303,0.825,0.618,0.451,0.304,0.5,0.956,0.5,0.143,0.916,0.932,0.0,3.36,14.87,2.33,330.98005126,P29_high_turnover
300793,佳禾智能,12.33,0.3633,0.523,0.358,0.481,0.528,0.362,0.5,0.279,0.5,0.556,0.361,0.7,0.0,-0.96,2.24,1.29,46.92128826,
300975,商络电子,42.64,0.3631,0.341,0.401,0.808,0.528,0.478,0.5,0.681,0.5,0.462,0.998,0.7,0.0,-1.52,22.17,1.26,292.93918955,P29_high_turnover
688382,益方生物-U,16.75,0.363,0.373,0.315,0.643,0.528,0.402,0.5,0.321,0.5,0.449,0.709,0.7,0.0,-2.56,2.86,1.12,97.08166067,
688615,合合信息,122.99,0.3627,0.292,0.53,0.643,0.822,0.316,0.5,0.224,0.5,0.1,0.866,0.7,0.0,0.13,3.68,1.25,241.0604,
002666,德联集团,4.26,0.3625,0.511,0.428,0.179,0.815,0.213,0.5,0.743,0.5,0.403,0.646,0.678,0.0,1.19,2.22,1.07,33.56877022,
603856,东宏股份,12.21,0.362,0.585,0.475,0.234,0.556,0.399,0.5,0.3,0.5,0.545,0.446,0.7,0.0,-2.71,3.8,1.6,34.43904493,
920735,德源药业,23.41,0.362,0.581,0.481,0.193,0.528,0.271,0.5,0.381,0.5,0.755,0.532,0.7,0.0,0.99,2.24,1.36,30.21004058,
000609,*ST中迪,11.42,0.3619,0.404,0.368,0.577,0.528,0.516,0.5,0.213,0.5,0.636,0.285,0.7,0.0,-3.55,3.37,1.17,34.17612261,
002339,积成电子,7.64,0.3618,0.529,0.649,0.257,0.829,0.15,0.5,0.282,0.5,0.5,0.338,0.7,0.0,2.55,3.48,1.27,38.51264973,
001309,德明利,737.07,0.3618,0.181,0.731,0.517,0.528,0.265,0.5,0.986,0.5,0.095,0.929,0.065,0.0,3.52,9.21,1.06,1672.01129142,
688488,艾迪药业,11.98,0.3616,0.364,0.372,0.578,0.528,0.515,0.5,0.339,0.5,0.4,0.576,0.7,0.0,-4.69,2.57,1.98,50.4097804,
688392,骄成超声,165.1,0.3612,0.191,0.515,0.533,0.787,0.58,0.5,0.467,0.5,0.111,0.922,0.7,0.0,-2.49,5.28,1.22,191.07577736,
002107,沃华医药,5.81,0.3611,0.638,0.33,0.338,0.192,0.413,0.5,0.369,0.5,0.538,0.558,0.7,0.0,-1.19,2.04,1.3,33.53587776,
000788,北大医药,5.17,0.361,0.508,0.364,0.208,0.528,0.245,0.5,0.814,0.5,0.673,0.801,0.383,0.0,-1.34,3.13,1.07,30.81254987,
688539,高华科技,32.24,0.361,0.467,0.235,0.254,0.528,0.538,0.5,0.778,0.5,0.538,0.73,0.579,0.0,-3.27,2.0,1.08,59.940608,
301611,珂玛科技,126.32,0.3608,0.466,0.724,0.487,0.528,0.512,0.5,0.922,0.5,0.648,0.101,0.0,0.0,3.74,14.23,1.03,550.7552,P29_high_turnover
301499,维科精密,35.87,0.3607,0.456,0.571,0.237,0.528,0.462,0.5,0.419,0.5,0.525,0.574,0.7,0.0,-1.18,10.77,1.27,49.59202043,
002391,长青股份,5.19,0.3607,0.362,0.513,0.473,0.78,0.206,0.5,0.441,0.5,0.455,0.569,0.7,0.0,2.17,2.02,1.29,33.71385335,
300998,宁波方正,26.8,0.3604,0.655,0.575,0.32,0.528,0.721,0.5,0.227,0.5,0.825,0.312,0.7,0.0,-9.92,14.05,1.74,36.76135364,P29_high_turnover
300061,旗天科技,7.72,0.3601,0.405,0.657,0.568,0.759,0.18,0.5,0.154,0.5,0.333,0.216,0.7,0.0,3.07,4.07,1.08,50.87431186,
301517,陕西华达,51.31,0.3599,0.455,0.452,0.311,0.528,0.706,0.5,0.187,0.5,0.75,0.225,0.7,0.0,-4.86,4.66,1.06,77.59989968,
300083,创世纪,11.25,0.3599,0.273,0.483,0.628,0.528,0.692,0.5,0.384,0.5,0.347,0.077,0.7,0.0,-3.85,6.92,1.07,187.29704126,
301155,海力风电,45.55,0.3594,0.331,0.543,0.643,0.164,0.316,0.5,0.345,0.5,0.588,0.67,0.7,0.0,-0.26,4.02,1.28,99.02181823,
002137,实益达,10.95,0.3592,0.429,0.562,0.465,0.528,0.39,0.5,0.918,0.5,0.5,0.741,1.0,0.0,3.79,23.19,1.14,63.23678151,P29_high_turnover
600130,波导股份,4.74,0.3592,0.28,0.611,0.464,0.528,0.522,0.5,0.488,0.5,0.4,0.411,0.7,0.0,0.21,4.73,1.2,35.55,
301575,艾芬达,28.36,0.3591,0.367,0.488,0.51,0.465,0.428,0.5,0.401,0.5,0.412,0.549,0.7,0.0,-1.63,3.71,1.51,34.4114568,
601101,昊华能源,11.17,0.3589,0.617,0.548,0.38,0.402,0.371,0.5,0.104,0.5,0.333,0.262,0.7,0.0,4.88,2.81,1.06,160.84776833,
600212,绿能慧充,5.72,0.3586,0.332,0.568,0.643,0.633,0.241,0.5,0.261,0.5,0.273,0.535,0.7,0.0,-0.69,4.04,1.85,40.27739218,
603138,海量数据,15.7,0.3586,0.354,0.39,0.617,0.752,0.414,0.5,0.25,0.5,0.384,0.372,0.7,0.0,-1.07,2.96,1.19,46.13801547,
003038,鑫铂股份,12.44,0.3585,0.391,0.825,0.222,0.843,0.358,0.5,0.311,0.5,0.303,0.363,0.7,0.0,4.01,6.45,2.3,30.31127477,
920839,万通液压,27.9,0.3584,0.511,0.511,0.193,0.528,0.365,0.5,0.399,0.5,0.75,0.506,0.7,0.0,2.01,2.02,1.32,32.98058191,
301210,金杨精密,30.57,0.3583,0.269,0.489,0.411,0.787,0.763,0.5,0.387,0.5,0.175,0.597,0.7,0.0,-3.78,9.95,1.1,49.05264248,
688601,力芯微,59.21,0.3583,0.163,0.532,0.487,0.528,0.547,0.5,0.813,0.5,0.429,0.866,0.209,0.0,-3.33,6.33,1.3,79.15944767,
301100,风光股份,15.33,0.3582,0.492,0.677,0.217,0.815,0.2,0.5,0.363,0.5,0.373,0.444,0.7,0.0,3.79,3.22,1.97,30.8480991,
002300,太阳电缆,7.37,0.3582,0.353,0.46,0.643,0.829,0.239,0.5,0.211,0.5,0.375,0.39,0.7,0.0,0.82,2.72,1.12,53.23599369,
002923,润都股份,9.89,0.3581,0.398,0.495,0.525,0.528,0.198,0.5,0.349,0.5,0.633,0.475,0.7,0.0,1.12,2.66,1.23,33.12094599,
000531,穗恒运Ａ,6.68,0.358,0.647,0.514,0.197,0.528,0.248,0.5,0.21,0.5,0.7,0.323,0.7,0.0,3.57,2.27,1.11,69.56560898,
301559,中集环科,13.3,0.3578,0.532,0.43,0.358,0.528,0.15,0.5,0.446,0.5,0.602,0.514,0.7,0.0,0.0,2.47,1.29,79.8,
600151,航天机电,11.9,0.3576,0.132,0.323,0.609,0.808,0.773,0.5,0.588,0.5,0.161,0.695,0.7,0.0,-4.88,3.11,1.06,170.67602215,
603381,永臻股份,16.62,0.3574,0.4,0.461,0.333,0.808,0.512,0.5,0.315,0.5,0.516,0.406,0.7,0.0,-1.71,3.64,1.42,39.43200138,
300667,必创科技,18.39,0.3572,0.331,0.556,0.374,0.528,0.538,0.5,0.462,0.5,0.32,0.717,0.7,0.0,-4.76,9.38,1.41,37.63256757,
300830,金现代,8.87,0.3568,0.417,0.512,0.45,0.822,0.213,0.5,0.391,0.5,0.257,0.472,0.7,0.0,0.23,3.89,1.06,40.06053426,
688716,中研股份,33.6,0.3565,0.265,0.521,0.643,0.528,0.435,0.5,0.339,0.5,0.344,0.518,0.7,0.0,-2.18,5.33,1.25,40.88448,
000100,TCL科技,4.99,0.3564,0.21,0.579,0.643,0.528,0.661,0.5,0.081,0.5,0.2,0.848,0.7,0.0,-0.2,7.82,1.05,1037.96303611,
603108,润达医疗,10.51,0.3561,0.384,0.542,0.643,0.654,0.225,0.5,0.174,0.5,0.31,0.336,0.7,0.0,1.15,3.28,1.2,63.5438619,
300006,莱美药业,4.62,0.3561,0.441,0.575,0.267,0.528,0.493,0.5,0.391,0.5,0.49,0.405,0.7,0.0,-6.1,5.44,2.58,48.78309767,
300343,联创股份,6.18,0.3559,0.443,0.745,0.48,0.815,0.217,0.5,0.059,0.5,0.224,0.08,0.7,0.0,4.22,4.42,1.35,66.02556752,
688136,科兴制药,18.13,0.3557,0.441,0.337,0.643,0.528,0.204,0.5,0.261,0.5,0.55,0.41,0.7,0.0,-0.87,2.37,1.12,36.48793943,
300966,共同药业,27.1,0.3557,0.44,0.653,0.243,0.528,0.248,0.5,0.409,0.5,0.612,0.614,0.7,0.0,1.54,4.25,1.24,31.24118162,
002891,中宠股份,27.25,0.3556,0.455,0.32,0.558,0.374,0.427,0.5,0.275,0.5,0.6,0.384,0.7,0.0,-1.3,2.24,1.2,87.71713579,
603398,*ST沐邦,14.58,0.3556,0.188,0.564,0.484,0.808,0.729,0.5,0.286,0.5,0.323,0.501,0.7,0.0,2.17,2.11,1.49,63.2249342,
002324,普利特,12.96,0.3555,0.142,0.538,0.6,0.528,0.391,0.5,0.835,0.5,0.188,0.831,0.519,0.0,-1.07,4.42,1.31,144.15877774,
688325,赛微微电,139.13,0.3554,0.196,0.284,0.701,0.528,0.529,0.5,0.482,0.5,0.505,0.735,0.7,0.0,-2.31,2.67,1.05,119.84521157,
301225,恒勃股份,85.75,0.3552,0.315,0.496,0.57,0.528,0.49,0.5,0.309,0.5,0.408,0.404,0.7,0.0,-2.45,6.39,1.13,88.64835,
300600,国瑞科技,10.26,0.355,0.622,0.548,0.193,0.297,0.15,0.5,0.288,0.5,1.0,0.343,0.7,0.0,1.28,2.69,1.42,30.18845765,
301162,国能日新,41.3,0.355,0.35,0.478,0.643,0.822,0.24,0.5,0.222,0.5,0.229,0.426,0.7,0.0,1.3,2.85,1.03,77.09692616,
301226,祥明智能,34.25,0.3549,0.402,0.453,0.434,0.528,0.409,0.5,0.38,0.5,0.588,0.382,0.7,0.0,-1.35,3.28,1.43,37.264,
300447,全信股份,16.0,0.3546,0.533,0.41,0.193,0.528,0.47,0.5,0.296,0.5,0.875,0.371,0.7,0.0,-2.02,3.89,1.16,49.96966,
603918,金桥信息,10.63,0.3546,0.373,0.508,0.537,0.752,0.199,0.5,0.3,0.5,0.438,0.401,0.7,0.0,1.53,2.51,1.24,38.81093001,
301338,凯格精机,161.25,0.3546,0.113,0.491,0.649,0.528,0.737,0.5,0.482,0.5,0.071,0.863,0.7,0.0,-4.59,8.27,1.11,240.198,
688305,科德数控,65.08,0.3545,0.28,0.575,0.526,0.528,0.776,0.5,0.152,0.5,0.281,0.344,0.7,0.0,-7.03,5.1,1.54,86.49566604,
603063,禾望电气,50.2,0.3544,0.032,0.479,0.808,0.164,0.8,0.5,0.601,0.5,0.059,0.959,0.7,0.0,-4.54,6.08,1.05,232.78168256,
300867,圣元环保,19.16,0.354,0.463,0.435,0.433,0.689,0.489,0.5,0.197,0.5,0.3,0.324,0.7,0.0,-2.64,4.14,1.18,52.06558575,
301489,思泉新材,158.15,0.3539,0.229,0.556,0.654,0.773,0.482,0.5,0.983,0.5,0.059,0.994,0.812,0.0,-7.79,18.52,1.5,178.79713566,P29_high_turnover
002738,中矿资源,62.84,0.3539,0.3,0.756,0.609,0.724,0.169,0.5,0.293,0.5,0.3,0.018,0.7,0.0,3.51,6.73,1.18,453.38549551,
688110,东芯股份,159.28,0.3535,0.143,0.765,0.387,0.528,0.372,0.5,0.987,0.5,0.086,0.869,0.416,0.0,3.15,7.03,1.22,704.61870838,
688778,厦钨新能,61.7,0.3533,0.414,0.444,0.643,0.787,0.163,0.5,0.259,0.5,0.19,0.293,0.7,0.0,1.2,2.09,1.19,311.39439821,
001328,登康口腔,26.5,0.3532,0.28,0.336,0.643,0.416,0.558,0.5,0.307,0.5,0.667,0.461,0.7,0.0,-3.04,2.13,1.85,45.626057,
300248,新开普,8.52,0.3531,0.606,0.555,0.193,0.451,0.203,0.5,0.374,0.5,0.476,0.503,0.7,0.0,2.77,2.5,1.21,40.58488308,
300322,硕贝德,28.91,0.353,0.224,0.468,0.643,0.528,0.665,0.5,0.083,0.5,0.267,0.914,0.7,0.0,-5.92,11.62,1.0,132.99703003,
002729,好利科技,19.55,0.3528,0.162,0.513,0.419,0.717,0.531,0.5,0.834,0.5,0.286,0.502,0.837,0.0,-4.35,6.95,1.21,35.77061936,
301589,诺瓦星云,152.87,0.3526,0.451,0.319,0.228,0.451,0.532,0.5,0.773,0.5,0.286,0.759,0.749,0.0,-2.46,2.88,1.13,141.3252576,
300166,东方国信,19.62,0.3526,0.203,0.605,0.791,0.752,0.32,0.5,0.97,0.5,0.041,0.696,1.0,0.0,4.92,24.17,2.41,223.42191576,P29_high_turnover
688522,纳睿雷达,20.38,0.3525,0.373,0.453,0.409,0.528,0.42,0.5,0.298,0.5,0.781,0.475,0.7,0.0,-0.15,3.08,1.2,86.4198668,
300817,双飞集团,17.15,0.3522,0.341,0.475,0.428,0.528,0.599,0.5,0.348,0.5,0.43,0.461,0.7,0.0,-4.51,3.8,1.9,37.43814816,
301322,绿通科技,57.41,0.3522,0.237,0.472,0.643,0.22,0.528,0.5,0.331,0.5,0.5,0.818,0.7,0.0,-1.96,5.61,1.01,81.89873956,
002700,万憬能源,8.97,0.3521,0.319,0.68,0.315,0.346,0.359,0.5,0.836,0.5,0.286,0.761,0.285,0.0,-0.11,9.96,1.73,37.10244819,
001358,兴欣新材,24.61,0.352,0.493,0.431,0.193,0.815,0.405,0.5,0.404,0.5,0.388,0.577,0.7,0.0,-0.57,3.47,1.05,30.31952,
301538,骏鼎达,62.39,0.3518,0.251,0.575,0.412,0.528,0.796,0.5,0.351,0.5,0.281,0.487,0.7,0.0,-6.24,6.97,1.56,68.479264,
000777,中核科技,19.12,0.3516,0.461,0.554,0.464,0.528,0.408,0.5,0.111,0.5,0.406,0.214,0.7,0.0,-2.8,11.36,1.4,73.30944378,
002993,奥海科技,64.5,0.3514,0.131,0.575,0.441,0.528,0.681,0.5,0.874,0.5,0.222,0.844,0.05,0.0,-5.8,7.88,1.79,178.0458,
603979,金诚信,75.88,0.3513,0.349,0.5,0.18,0.843,0.266,0.5,0.888,0.5,0.212,0.909,0.592,0.0,3.31,2.26,1.05,473.33102339,
301509,金凯生科,27.08,0.3512,0.445,0.487,0.364,0.654,0.226,0.5,0.437,0.5,0.414,0.511,0.7,0.0,-0.59,3.88,1.16,32.61695797,
301556,托普云农,63.6,0.3512,0.385,0.572,0.334,0.752,0.454,0.5,0.291,0.5,0.425,0.321,0.7,0.0,-1.38,4.76,1.42,54.23808,
600155,华创云信,5.62,0.3511,0.811,0.591,0.089,0.85,0.217,0.5,0.7,0.5,0.158,0.578,0.151,-0.05,5.24,2.19,1.68,124.40108721,P32_pump_risk
600644,乐山电力,9.15,0.3511,0.415,0.473,0.643,0.528,0.226,0.5,0.123,0.5,0.55,0.192,0.7,0.0,0.33,3.1,1.16,52.91635485,
603958,哈森股份,19.5,0.3509,0.337,0.468,0.539,0.255,0.489,0.5,0.461,0.5,0.312,0.628,0.7,0.0,-4.51,3.72,1.53,42.7752,
002491,通鼎互联,34.0,0.3506,0.114,0.554,0.893,0.528,0.442,0.5,0.992,0.5,0.02,0.994,1.0,0.0,7.66,23.73,1.64,418.19813,P29_high_turnover
300984,金沃股份,54.63,0.3504,0.202,0.463,0.536,0.528,0.783,0.5,0.29,0.5,0.297,0.719,0.7,0.0,-5.3,4.02,1.36,75.09778287,
301678,新恒汇,60.66,0.35,0.191,0.513,0.643,0.528,0.368,0.5,0.392,0.5,0.476,0.671,0.7,0.0,-5.29,6.39,1.21,145.31434628,
301516,中远通,15.47,0.3498,0.438,0.507,0.259,0.633,0.48,0.5,0.369,0.5,0.364,0.541,0.7,0.0,-1.84,7.45,1.14,43.4245615,
002988,豪美新材,25.22,0.3497,0.385,0.683,0.362,0.843,0.353,0.5,0.19,0.5,0.273,0.268,0.7,0.0,4.34,3.3,2.1,63.00062075,
002681,奋达科技,4.76,0.3495,0.276,0.358,0.583,0.528,0.661,0.5,0.236,0.5,0.378,0.651,0.7,0.0,-4.23,3.61,1.03,85.42544624,
600114,东睦股份,42.45,0.3495,0.295,0.496,0.643,0.528,0.762,0.5,0.088,0.5,0.203,0.104,0.7,0.0,-3.19,6.45,1.13,268.02228599,
002185,华天科技,20.44,0.3494,0.272,0.816,0.808,0.528,0.217,0.5,0.679,0.5,0.324,0.394,0.7,0.0,4.23,17.02,1.46,679.30778711,P29_high_turnover
603505,金石资源,20.68,0.3493,0.236,0.791,0.643,0.815,0.253,0.5,0.079,0.5,0.104,0.347,0.7,0.0,6.76,5.0,1.34,174.05711053,
001379,腾达科技,16.8,0.349,0.444,0.548,0.317,0.528,0.329,0.5,0.345,0.5,0.547,0.421,0.7,0.0,-0.83,3.9,1.56,33.6,
600590,泰豪科技,11.7,0.349,0.307,0.512,0.378,0.528,0.715,0.5,0.233,0.5,0.438,0.613,0.7,0.0,-3.54,4.81,1.28,99.78576075,
300545,联得装备,38.38,0.3487,0.364,0.784,0.643,0.528,0.764,0.5,0.173,0.5,0.475,0.143,0.7,0.0,2.18,17.47,1.39,71.18007611,P29_high_turnover
300606,金太阳,48.82,0.3486,0.165,0.5,0.585,0.528,0.473,0.5,0.763,0.5,0.133,0.728,0.437,0.0,-5.37,11.93,1.15,67.54140865,
600835,上海机电,22.46,0.3484,0.341,0.484,0.531,0.528,0.673,0.5,0.181,0.5,0.321,0.167,0.7,0.0,0.27,2.39,2.76,226.23839973,
301291,明阳电气,41.31,0.3482,0.231,0.577,0.643,0.829,0.452,0.5,0.146,0.5,0.181,0.331,0.7,0.0,-0.27,5.56,1.06,129.8223101,
000006,深振业Ａ,7.79,0.348,0.376,0.387,0.248,0.528,0.548,0.5,0.813,0.5,0.364,0.443,0.71,0.0,-5.12,3.18,1.33,105.16461408,
300806,斯迪克,96.8,0.348,0.128,0.498,0.643,0.528,0.667,0.5,0.376,0.5,0.031,0.981,0.7,0.0,-4.63,11.42,1.14,438.7948869,
300032,金龙机电,4.06,0.3479,0.502,0.434,0.372,0.528,0.389,0.5,0.228,0.5,0.533,0.272,0.7,0.0,0.0,3.11,1.06,32.60868608,
300456,赛微电子,42.92,0.3478,0.281,0.617,0.443,0.528,0.491,0.5,0.499,0.5,0.41,0.134,0.7,0.0,0.23,6.22,1.12,314.26587711,
300702,天宇股份,20.47,0.3475,0.505,0.499,0.193,0.528,0.245,0.5,0.403,0.5,0.694,0.57,0.7,0.0,1.69,2.27,1.25,71.23092445,
688246,嘉和美康,23.91,0.3474,0.363,0.347,0.31,0.822,0.686,0.5,0.354,0.5,0.2,0.702,0.7,0.0,-3.16,3.47,1.03,32.89671648,
600259,中稀有色,118.66,0.3473,0.145,0.791,0.643,0.836,0.322,0.5,0.302,0.5,0.231,0.047,0.7,0.0,2.05,12.22,1.46,399.21485081,
600326,西藏天路,7.09,0.3472,0.636,0.498,0.417,0.157,0.15,0.5,0.178,0.5,0.5,0.31,0.7,0.0,1.0,2.1,1.49,96.59872759,
003006,百亚股份,14.29,0.3471,0.513,0.334,0.198,0.416,0.491,0.5,0.327,0.5,1.0,0.39,0.7,0.0,-3.51,2.11,1.83,61.39666919,
603409,汇通控股,19.94,0.3471,0.315,0.506,0.358,0.528,0.74,0.5,0.27,0.5,0.417,0.5,0.7,0.0,-6.91,10.99,1.18,37.44291186,
002054,德美化工,7.47,0.3468,0.403,0.648,0.352,0.815,0.182,0.5,0.299,0.5,0.299,0.409,0.7,0.0,2.05,3.3,1.45,36.01402426,
603777,来伊份,16.02,0.3464,0.205,0.474,0.402,0.241,0.702,0.5,0.899,0.5,0.125,0.878,0.565,0.0,-4.7,5.43,1.03,53.57475139,
002861,瀛通通讯,20.1,0.3464,0.204,0.776,0.632,0.528,0.352,0.5,0.216,0.5,0.333,0.218,0.7,0.0,7.49,12.16,2.8,37.44307636,
300946,恒而达,42.55,0.3461,0.388,0.549,0.319,0.528,0.565,0.5,0.315,0.5,0.398,0.374,0.7,0.0,-8.79,4.69,2.31,66.3813189,
301628,强达电路,119.05,0.3458,0.178,0.517,0.51,0.528,0.44,0.5,0.559,0.5,0.385,0.796,0.7,0.0,-1.39,12.29,1.07,89.7348899,
002991,甘源食品,40.46,0.3457,0.335,0.528,0.643,0.241,0.198,0.5,0.338,0.5,0.5,0.517,0.7,0.0,0.7,2.64,1.52,37.71512522,
001287,中电港,30.02,0.3457,0.2,0.797,0.41,0.717,0.452,0.5,0.596,0.5,0.143,0.057,0.7,0.0,2.07,8.46,1.48,228.12200912,
301179,泽宇智能,21.45,0.3456,0.23,0.444,0.643,0.829,0.44,0.5,0.214,0.5,0.264,0.476,0.7,0.0,-0.28,2.95,1.24,86.74542355,
002763,汇洁股份,7.35,0.3455,0.492,0.387,0.358,0.255,0.293,0.5,0.443,0.5,0.625,0.598,0.7,0.0,0.0,2.18,1.2,30.129414,
002156,通富微电,71.25,0.3455,0.2,0.801,0.808,0.528,0.374,0.5,0.658,0.5,0.105,0.738,0.7,0.0,4.37,13.52,1.39,1081.2877998,P29_high_turnover
300427,红相股份,7.16,0.3453,0.357,0.661,0.438,0.829,0.22,0.5,0.201,0.5,0.361,0.236,0.7,0.0,2.14,4.51,1.02,36.41005334,
688385,复旦微电,59.32,0.3452,0.145,0.516,0.574,0.528,0.469,0.5,0.575,0.5,0.219,0.831,0.7,0.0,-1.13,4.33,1.26,488.6302591,
300471,厚普股份,8.97,0.3445,0.391,0.372,0.499,0.528,0.264,0.5,0.369,0.5,0.536,0.523,0.7,0.0,-0.55,2.06,1.32,42.17323817,
300969,恒帅股份,96.04,0.3445,0.273,0.509,0.371,0.528,0.714,0.5,0.439,0.5,0.217,0.602,0.7,0.0,-5.1,5.6,1.19,157.6207097,
688401,路维光电,80.5,0.344,0.219,0.554,0.566,0.528,0.543,0.5,0.11,0.5,0.419,0.721,0.7,0.0,-0.76,5.79,1.08,155.64633704,
688069,德林海,40.9,0.3437,0.256,0.483,0.462,0.689,0.49,0.5,0.394,0.5,0.2,0.742,0.7,0.0,-1.02,3.83,1.27,64.06291172,
301269,华大九天,101.71,0.3436,0.275,0.306,0.374,0.822,0.604,0.5,0.86,0.5,0.043,0.439,0.613,0.0,-2.2,2.9,1.06,554.7645911,
300805,电声股份,8.0,0.3435,0.402,0.491,0.376,0.759,0.183,0.5,0.361,0.5,0.467,0.468,0.7,0.0,1.27,2.46,1.25,33.95537216,
300654,世纪天鸿,9.91,0.3434,0.342,0.825,0.373,0.248,0.483,0.5,0.281,0.5,0.25,0.345,0.7,0.0,2.91,6.27,1.59,36.28297283,
002584,西陇科学,9.11,0.343,0.289,0.699,0.524,0.773,0.521,0.5,0.881,0.5,0.118,0.841,0.105,0.0,2.82,21.54,1.7,53.31321604,P29_high_turnover
002600,领益智造,16.68,0.3427,0.149,0.42,0.537,0.528,0.515,0.5,0.996,0.5,0.111,0.196,1.0,0.0,-0.83,3.57,1.03,1219.00753982,
300940,南极光,16.0,0.3426,0.313,0.534,0.485,0.528,0.334,0.5,0.313,0.5,0.525,0.438,0.7,0.0,-0.31,3.82,1.33,35.62309952,
301073,君亭酒店,19.37,0.3424,0.496,0.366,0.217,0.458,0.362,0.5,0.321,0.5,1.0,0.395,0.7,0.0,-0.97,2.22,1.34,37.66516761,
601666,平煤股份,8.88,0.3423,0.526,0.503,0.643,0.402,0.15,0.5,0.058,0.5,0.167,0.123,0.7,0.0,5.34,2.16,1.1,219.27951565,
002298,中电鑫龙,8.37,0.3422,0.393,0.735,0.277,0.829,0.181,0.5,0.259,0.5,0.347,0.348,0.7,0.0,2.7,4.72,1.19,61.94728241,
003041,真爱美家,43.22,0.3421,0.275,0.333,0.462,0.255,0.657,0.5,0.726,0.5,0.125,0.638,1.0,0.0,-4.76,2.35,1.4,62.2368,
000919,金陵药业,6.02,0.3419,0.278,0.385,0.643,0.528,0.368,0.5,0.282,0.5,0.469,0.505,0.7,0.0,-1.31,2.26,1.81,37.43985659,
002134,天津普林,28.9,0.3417,0.236,0.543,0.287,0.528,0.52,0.5,0.865,0.5,0.423,0.786,0.0,0.0,-4.68,8.6,1.35,71.6021435,
301518,长华化学,29.69,0.3416,0.365,0.825,0.259,0.815,0.196,0.5,0.289,0.5,0.239,0.356,0.7,0.0,4.4,5.99,1.66,43.189899,
688221,前沿生物-U,18.22,0.3415,0.273,0.453,0.643,0.528,0.436,0.5,0.238,0.5,0.367,0.363,0.7,0.0,-2.31,3.82,1.39,68.24823058,
603335,迪生力,8.2,0.3412,0.387,0.578,0.643,0.528,0.773,0.5,0.173,0.5,0.45,0.445,0.7,0.0,-0.24,19.99,1.39,35.1078572,P29_high_turnover
001298,好上好,20.57,0.3411,0.371,0.322,0.398,0.717,0.518,0.5,0.286,0.5,0.476,0.479,0.7,0.0,-1.91,2.78,1.16,88.96813535,
688726,拉普拉斯,56.71,0.3411,0.228,0.681,0.643,0.808,0.43,0.5,0.03,0.5,0.194,0.068,0.7,0.0,1.49,6.92,1.09,229.86048178,
300687,赛意信息,26.46,0.341,0.09,0.476,0.537,0.752,0.533,0.5,0.617,0.5,0.082,0.909,0.7,0.0,-3.32,7.19,1.04,108.06571201,
