代码,名称,最新价,综合得分,资金得分,趋势得分,启动得分,板块得分,位置得分,分析师得分,多日得分,技术面得分,行业内得分,融资得分,加速度得分,占比趋势得分,涨跌幅,换手率,量比,总市值,触发信号
601678,滨化股份,6.38,0.474,0.872,0.638,0.595,0.801,0.296,0.5,0.075,0.5,0.909,0.052,0.7,0.0,8.87,15.08,1.63,131.22615441,
300504,天邑股份,19.35,0.4739,0.639,0.825,0.64,0.528,0.396,0.5,0.287,0.5,0.824,0.617,0.7,0.0,5.51,7.89,1.58,52.44325623,
688516,奥特维,57.89,0.4739,0.357,0.575,0.701,0.808,0.642,0.5,0.974,0.5,0.355,0.983,1.0,0.0,-6.21,7.75,1.69,182.54461862,
301208,中亦科技,30.69,0.4738,0.569,0.747,0.808,0.752,0.205,0.5,0.443,0.5,0.63,0.608,0.7,0.0,2.92,4.07,1.61,36.82801841,
600338,西藏珠峰,18.41,0.4735,0.839,0.722,0.633,0.843,0.174,0.5,0.302,0.5,0.515,0.085,0.7,0.0,5.68,10.39,1.02,168.30609193,
002986,宇新股份,11.98,0.4735,0.772,0.743,0.296,0.507,0.348,0.5,0.819,0.5,1.0,0.675,0.246,0.0,6.11,4.02,1.8,45.53854276,
000400,许继电气,23.46,0.4735,0.646,0.629,0.808,0.829,0.191,0.5,0.444,0.5,0.569,0.488,0.7,0.0,2.53,2.8,1.44,238.96877962,
300316,晶盛机电,57.3,0.4735,0.477,0.755,0.537,0.808,0.455,0.5,0.979,0.5,0.581,0.993,0.175,0.0,6.33,4.57,1.34,750.36286568,
600884,杉杉股份,14.45,0.4732,0.902,0.782,0.541,0.787,0.15,0.5,0.07,0.5,0.794,0.115,0.7,0.0,4.33,5.3,1.3,325.0401587,
300478,杭州高新,40.38,0.4731,0.796,0.635,0.643,0.528,0.309,0.5,0.236,0.5,0.812,0.538,0.7,0.0,1.05,4.41,1.22,51.1505574,
603661,恒林股份,35.73,0.4728,0.922,0.541,0.594,0.465,0.15,0.5,0.888,0.5,1.0,0.635,0.511,-0.04,10.01,5.55,1.34,49.68865018,P32_extreme
300386,飞天诚信,12.17,0.4726,0.704,0.825,0.265,0.451,0.453,0.5,0.865,0.5,0.714,0.647,0.886,0.0,4.2,9.62,1.69,50.8759548,
000737,北方铜业,15.69,0.4721,0.884,0.754,0.436,0.843,0.177,0.5,0.434,0.5,0.636,0.067,0.7,0.0,3.84,5.98,1.17,298.85000865,
600255,鑫科材料,4.44,0.472,0.897,0.739,0.402,0.745,0.381,0.5,0.19,0.5,0.846,0.075,0.7,0.0,4.72,14.83,1.1,80.1929248,
300377,赢时胜,18.04,0.4718,0.977,0.477,0.325,0.822,0.369,0.5,0.957,0.5,0.957,0.955,0.247,-0.05,11.63,20.74,1.64,135.48095563,P32_pump_risk
002741,光华科技,41.56,0.4714,0.815,0.632,0.491,0.773,0.36,0.5,0.956,0.5,0.353,0.036,0.156,0.0,0.63,20.5,1.77,193.26327204,
603036,如通股份,15.7,0.4714,0.723,0.718,0.537,0.528,0.175,0.5,0.837,0.5,0.732,0.693,0.173,0.0,3.9,5.07,1.0,32.34294593,
301201,诚达药业,35.7,0.4713,0.71,0.544,0.601,0.654,0.459,0.5,0.469,0.5,0.759,0.552,0.7,0.0,-0.06,4.42,1.08,55.23283517,
301618,长联科技,43.42,0.4712,0.648,0.575,0.808,0.815,0.194,0.5,0.462,0.5,0.552,0.58,0.7,0.0,11.33,11.7,2.83,54.84041698,
301617,博苑新材,60.13,0.471,0.773,0.825,0.138,0.815,0.344,0.5,0.831,0.5,0.836,0.843,0.015,0.0,6.14,12.04,1.56,104.4650516,
000060,中金岭南,8.81,0.4709,0.986,0.575,0.676,0.843,0.15,0.5,0.512,0.5,1.0,0.028,0.7,-0.05,9.99,10.02,1.57,391.26729355,P32_pump_risk
002266,浙富控股,5.32,0.4704,0.887,0.426,0.643,0.689,0.23,0.5,0.37,0.5,0.9,0.097,0.7,0.0,9.24,2.9,1.87,277.66523859,
605378,野马电池,18.1,0.4703,0.729,0.777,0.261,0.787,0.361,0.5,0.785,0.5,0.508,0.704,0.848,0.0,4.93,4.42,2.46,47.3036984,
003040,楚天龙,12.1,0.4703,0.618,0.683,0.754,0.528,0.228,0.5,0.473,0.5,0.804,0.654,0.7,0.0,3.15,3.3,1.98,55.79745261,
002950,奥美医疗,9.79,0.4702,0.813,0.669,0.29,0.171,0.348,0.5,0.867,0.5,0.943,0.787,0.741,0.0,-0.31,6.2,2.52,61.99668335,
688291,金橙子,53.15,0.4702,0.39,0.456,1.0,0.822,0.453,0.5,0.753,0.5,0.243,0.759,1.0,0.0,-2.8,3.8,1.41,54.56735105,
002261,拓维信息,31.2,0.4701,0.713,0.733,0.643,0.822,0.308,0.5,0.321,0.5,0.729,0.089,0.7,0.0,2.16,6.97,1.16,393.11007029,
600482,中国动力,34.8,0.47,0.886,0.494,0.381,0.633,0.455,0.5,0.162,0.5,0.909,0.972,0.7,0.0,5.1,2.18,1.05,789.34973606,
688816,易思维,64.78,0.4699,0.7,0.819,0.643,0.528,0.353,0.5,0.271,0.5,0.755,0.327,0.7,0.0,2.39,6.4,1.76,64.78,
002989,中天精装,38.67,0.4699,0.51,0.825,0.635,0.36,0.255,0.5,0.912,0.5,0.667,0.885,0.709,0.0,3.48,12.84,1.88,77.96487665,
002940,昂利康,28.47,0.4698,0.55,0.661,0.808,0.528,0.159,0.5,0.565,0.5,0.816,0.87,0.7,0.0,0.35,8.38,1.29,57.43201455,
002051,中工国际,13.23,0.4697,0.773,0.62,0.33,0.528,0.382,0.5,0.937,0.5,0.909,0.221,0.777,0.0,8.0,9.78,1.01,162.26372008,
001266,宏英智能,51.14,0.4697,0.521,0.524,0.647,0.528,0.509,0.5,0.864,0.5,0.735,0.848,0.774,0.0,-3.87,9.76,1.26,53.00745995,
603088,XD宁波精,10.39,0.4695,0.697,0.424,0.536,0.528,0.395,0.5,0.811,0.5,0.734,0.763,1.0,0.0,0.29,2.9,1.02,52.19810967,
600366,宁波韵升,15.13,0.4694,0.739,0.68,0.158,0.745,0.48,0.5,0.974,0.5,0.615,0.924,0.444,0.0,1.48,9.39,1.09,166.28491102,
000623,吉林敖东,18.39,0.4692,0.913,0.57,0.302,0.192,0.199,0.5,0.879,0.5,1.0,0.858,0.371,0.0,7.23,2.22,2.07,219.92516167,
300801,泰和科技,28.27,0.4689,0.738,0.784,0.456,0.815,0.15,0.5,0.77,0.5,0.657,0.566,0.013,0.0,3.93,5.8,1.31,61.750161,
605086,龙高股份,29.37,0.4688,0.678,0.433,0.659,0.5,0.497,0.5,0.726,0.5,0.571,0.495,1.0,0.0,-2.65,3.29,2.31,52.63104,
001326,联域股份,69.95,0.4687,0.683,0.513,0.299,0.318,0.796,0.5,0.808,0.5,1.0,0.658,0.947,0.0,-5.32,9.03,1.21,51.2034,
002404,嘉欣丝绸,6.08,0.4683,0.591,0.539,0.808,0.255,0.425,0.5,0.595,0.5,0.75,0.83,0.7,0.0,-1.3,6.51,1.15,34.05113369,
600875,东方电气,33.03,0.4682,0.763,0.576,0.437,0.633,0.15,0.5,0.676,0.5,0.818,0.98,0.7,0.0,1.44,3.54,1.18,1142.29641568,
603679,华体科技,20.76,0.4682,0.66,0.575,0.539,0.528,0.676,0.5,0.83,0.5,0.65,0.4,0.187,0.0,-3.13,11.42,2.27,36.88765865,
601012,隆基绿能,13.23,0.4681,0.865,0.55,0.643,0.808,0.338,0.5,0.043,0.5,0.839,0.031,0.7,0.0,3.04,2.32,1.26,1002.57814027,
300146,汤臣倍健,10.28,0.468,0.723,0.678,0.437,0.612,0.523,0.5,0.453,0.5,0.714,0.636,0.7,0.0,4.68,3.24,2.5,173.90439879,
688172,燕东微,72.51,0.468,0.659,0.286,0.583,0.528,0.498,0.5,0.962,0.5,0.79,0.979,0.424,0.0,-3.33,2.64,1.07,1035.16588213,
605389,长龄液压,93.61,0.4679,0.807,0.599,0.209,0.528,0.389,0.5,0.872,0.5,1.0,0.844,0.311,0.0,2.4,2.35,1.88,175.3438781,
688199,久日新材,32.28,0.4678,0.808,0.752,0.467,0.815,0.15,0.5,0.299,0.5,0.776,0.47,0.7,0.0,4.77,6.4,1.16,52.04415662,
002203,海亮股份,26.3,0.4678,0.626,0.761,0.643,0.843,0.46,0.5,0.086,0.5,0.424,0.958,0.7,0.0,3.06,6.18,1.2,602.73163706,
300373,扬杰科技,128.11,0.4677,0.185,0.774,1.0,0.528,0.513,0.5,0.949,0.5,0.152,0.995,1.0,0.0,4.04,7.38,1.26,696.08284993,
301361,众智科技,34.15,0.4676,0.55,0.571,0.808,0.829,0.358,0.5,0.479,0.5,0.542,0.668,0.7,0.0,-2.32,6.14,1.48,39.728744,
002367,康力电梯,5.98,0.4675,0.892,0.529,0.516,0.528,0.15,0.5,0.841,0.5,0.911,0.807,1.0,-0.04,9.93,4.45,3.11,47.70517827,P32_extreme
300017,网宿科技,15.35,0.4673,0.787,0.782,0.507,0.752,0.433,0.5,0.064,0.5,0.877,0.095,0.7,0.0,3.16,6.79,1.3,383.08761327,
002150,正泰电源,26.82,0.467,0.774,0.549,0.369,0.528,0.178,0.5,0.875,0.5,0.867,0.861,0.762,0.0,1.06,3.93,1.0,96.78501296,
000533,顺钠股份,10.68,0.4664,0.731,0.769,0.643,0.829,0.371,0.5,0.097,0.5,0.639,0.142,0.7,0.0,2.79,5.06,1.24,73.7791488,
600589,大位科技,10.37,0.4662,0.635,0.7,0.381,0.752,0.51,0.5,0.605,0.5,0.699,0.814,0.7,0.0,1.57,8.1,1.16,153.96026759,
300320,海达股份,9.62,0.4659,0.696,0.594,0.353,0.605,0.497,0.5,0.86,0.5,0.4,0.857,1.0,0.0,1.05,3.99,1.19,57.83872917,
000783,长江证券,8.6,0.4657,0.989,0.492,0.519,0.85,0.15,0.5,0.963,0.5,1.0,0.114,0.344,-0.05,9.97,4.0,1.52,475.58627353,P32_pump_risk
301363,美好医疗,19.88,0.4657,0.71,0.668,0.324,0.171,0.53,0.5,0.865,0.5,0.914,0.843,0.624,0.0,0.35,4.88,1.37,158.2382062,
000630,铜陵有色,7.93,0.4654,0.832,0.72,0.259,0.843,0.176,0.5,0.322,0.5,0.879,0.956,0.7,0.0,3.66,7.53,1.01,1063.37109074,
603125,常青科技,29.72,0.4654,0.736,0.509,0.2,0.815,0.488,0.5,0.898,0.5,0.731,0.887,0.699,0.0,3.48,2.44,1.02,120.31737065,
301305,朗坤科技,29.55,0.4654,0.532,0.509,0.808,0.689,0.44,0.5,0.551,0.5,0.533,0.826,0.7,0.0,-2.18,6.06,1.19,71.49941758,
301581,黄山谷捷,46.7,0.4654,0.579,0.341,0.808,0.528,0.751,0.5,0.45,0.5,0.683,0.633,0.7,0.0,-1.91,3.08,1.13,37.36,
688557,兰剑智能,31.4,0.4652,0.601,0.365,0.808,0.528,0.725,0.5,0.452,0.5,0.625,0.539,0.7,0.0,-1.66,2.25,1.6,32.24140696,
301171,易点天下,39.1,0.465,0.818,0.777,0.434,0.759,0.389,0.5,0.109,0.5,0.867,0.169,0.7,0.0,2.36,11.92,1.31,241.84170787,
000685,中山公用,11.57,0.4649,0.772,0.609,0.62,0.689,0.202,0.5,0.333,0.5,0.7,0.539,0.7,0.0,5.57,2.41,1.51,169.81649174,
000048,京基智农,20.75,0.4648,0.967,0.468,0.518,0.514,0.15,0.5,0.924,0.5,1.0,0.857,0.48,-0.05,10.02,8.83,1.0,110.01707063,P32_pump_risk
920809,安达科技,9.31,0.4644,0.891,0.575,0.401,0.787,0.395,0.5,0.799,0.5,0.698,0.754,1.0,-0.05,11.76,9.02,2.28,55.771555,P32_pump_risk
300346,南大光电,70.8,0.4643,0.952,0.55,0.484,0.773,0.258,0.5,0.049,0.5,1.0,0.061,0.7,0.0,9.09,15.75,1.19,489.33908732,
600234,科新发展,30.34,0.4636,0.855,0.275,0.626,0.36,0.15,0.5,0.802,0.5,0.833,0.636,0.66,0.0,10.01,2.02,1.26,79.64886321,
301446,福事特,44.13,0.4631,0.674,0.797,0.094,0.528,0.298,0.5,0.702,0.5,0.833,0.54,0.211,0.05,3.59,5.7,1.37,45.8952,P32_ratio_accel
000922,佳电股份,14.66,0.4626,0.843,0.741,0.377,0.528,0.342,0.5,0.296,0.5,0.941,0.319,0.7,0.0,6.23,5.72,1.11,122.26178817,
300244,迪安诊断,19.63,0.4621,0.848,0.667,0.358,0.654,0.171,0.5,0.327,0.5,0.966,0.692,0.7,0.0,7.62,10.59,1.05,122.68346329,
600602,云赛智联,18.53,0.4621,0.866,0.661,0.356,0.822,0.168,0.5,0.292,0.5,0.857,0.55,0.7,0.0,2.77,3.16,1.45,253.42989121,
300265,通光线缆,24.6,0.462,0.665,0.752,0.808,0.829,0.52,0.5,0.619,0.5,0.625,0.381,0.7,0.0,2.54,14.29,1.16,115.02992841,P29_high_turnover
688320,禾川科技,36.92,0.4619,0.717,0.45,0.505,0.528,0.595,0.5,0.49,0.5,0.857,0.643,0.7,0.0,-4.48,4.22,1.22,55.75424623,
600399,抚顺特钢,4.52,0.4619,0.512,0.575,0.808,0.325,0.51,0.5,0.598,0.5,0.667,0.787,0.7,0.0,-3.62,5.57,1.89,89.13892,
601789,宁波建工,4.49,0.4615,0.69,0.595,0.808,0.269,0.15,0.5,0.456,0.5,1.0,0.35,0.7,0.0,1.81,3.44,1.21,68.44519528,
002197,证通电子,6.39,0.4613,0.573,0.789,0.808,0.451,0.15,0.5,0.491,0.5,0.5,0.733,0.7,0.0,2.4,4.64,1.62,39.2577911,
002517,恺英网络,15.2,0.4611,0.844,0.792,0.559,0.661,0.161,0.5,0.075,0.5,0.833,0.091,0.7,0.0,4.83,4.6,1.83,324.73937157,
301396,宏景科技,258.01,0.461,0.866,0.474,0.119,0.752,0.172,0.5,0.999,0.5,0.973,0.999,0.258,0.0,15.72,15.7,1.03,554.52687016,
300608,思特奇,12.45,0.4607,0.806,0.825,0.045,0.822,0.353,0.5,0.8,0.5,0.786,0.797,0.0,0.0,3.58,9.68,1.51,43.32962444,
301511,德福科技,164.12,0.4606,0.886,0.699,0.321,0.787,0.48,0.5,0.073,0.5,0.952,0.04,0.7,0.0,2.0,11.25,1.04,1034.4844664,
603690,至纯科技,30.83,0.4605,0.827,0.791,0.355,0.528,0.389,0.5,0.33,0.5,0.895,0.162,0.7,0.0,5.15,11.51,1.34,118.06787828,
600078,澄星股份,14.61,0.4604,0.952,0.496,0.472,0.78,0.15,0.5,0.884,0.5,0.955,0.674,0.382,-0.05,10.02,10.25,1.13,98.88235899,P32_pump_risk
601108,财通证券,8.27,0.4602,0.964,0.391,0.638,0.85,0.15,0.5,0.851,0.5,0.684,0.226,0.84,-0.05,9.97,2.79,2.0,384.03929413,P32_pump_risk
300507,苏奥传感,7.72,0.46,0.586,0.51,0.636,0.528,0.322,0.5,0.803,0.5,0.75,0.785,0.715,0.0,2.25,2.21,1.18,61.80994122,
605288,凯迪股份,82.51,0.4599,0.895,0.571,0.356,0.528,0.26,0.5,0.921,0.5,0.939,0.856,0.667,-0.04,3.14,3.06,1.07,81.63722325,P32_extreme
002546,新联电子,7.37,0.4592,0.922,0.316,0.808,0.829,0.15,0.5,0.577,0.5,0.861,0.411,0.7,-0.05,10.0,2.53,1.25,61.46941838,P32_pump_risk
605089,味知香,22.63,0.4586,0.47,0.6,0.745,0.612,0.366,0.5,0.768,0.5,0.429,0.766,1.0,0.0,5.01,2.3,1.73,31.2294,
600333,长春燃气,5.38,0.4585,0.682,0.396,0.51,0.346,0.277,0.5,0.468,0.5,0.571,0.713,0.7,0.05,0.0,2.47,1.13,32.7658508,P32_ratio_accel
600876,凯盛新能,9.12,0.4584,0.518,0.575,0.737,0.696,0.362,0.5,0.794,0.5,0.167,0.74,1.0,0.0,-8.16,5.88,2.02,58.88555663,
688667,菱电电控,122.51,0.4579,0.861,0.542,0.284,0.528,0.528,0.5,0.908,0.5,0.942,0.915,0.509,-0.04,0.05,4.06,1.18,64.55720437,P32_extreme
600219,南山铝业,4.76,0.4577,0.901,0.548,0.643,0.843,0.194,0.5,0.04,0.5,0.606,0.059,0.7,0.0,5.08,2.24,1.28,546.62419421,
002136,安 纳 达,14.11,0.4574,0.864,0.704,0.213,0.801,0.355,0.5,0.879,0.5,0.773,0.835,0.579,-0.04,8.21,11.18,2.0,30.339322,P32_extreme
002365,永安药业,11.27,0.4571,0.681,0.825,0.37,0.528,0.319,0.5,0.493,0.5,0.878,0.656,0.7,0.0,5.62,7.05,2.57,33.21071775,
688103,国力电子,64.2,0.4571,0.574,0.531,0.643,0.717,0.752,0.5,0.309,0.5,0.571,0.581,0.7,0.0,-0.68,3.59,1.51,61.19259337,
300328,宜安科技,19.29,0.457,0.929,0.776,0.302,0.843,0.629,0.5,0.139,0.5,0.788,0.786,0.7,-0.05,2.77,11.29,1.27,133.18271244,P32_pump_risk
002803,吉宏股份,23.27,0.4565,0.654,0.471,0.319,0.591,0.71,0.5,0.849,0.5,0.818,0.857,0.254,0.0,-2.64,4.4,1.25,104.37648852,
600184,光电股份,27.75,0.4563,0.812,0.589,0.37,0.71,0.458,0.5,0.113,0.5,0.857,0.746,0.7,0.0,-1.67,10.47,1.48,161.70687237,
002487,大金重工,60.95,0.4563,0.763,0.746,0.613,0.164,0.488,0.5,0.169,0.5,0.941,0.096,0.7,0.0,4.51,4.62,1.28,449.66468892,
000571,新大洲A,5.83,0.4562,0.929,0.575,0.509,0.402,0.15,0.5,0.882,0.5,0.833,0.796,0.267,-0.04,10.0,6.67,2.4,48.9212207,P32_extreme
000422,湖北宜化,14.18,0.4562,0.824,0.725,0.405,0.78,0.206,0.5,0.327,0.5,0.773,0.219,0.7,0.0,8.0,5.27,1.57,154.21951216,
605006,山东玻纤,22.82,0.4562,0.795,0.569,0.501,0.696,0.391,0.5,0.929,0.5,0.333,0.064,0.0,0.0,-2.48,16.47,1.47,143.39177163,
603062,麦加芯彩,41.0,0.4562,0.635,0.441,0.6,0.815,0.49,0.5,0.709,0.5,0.493,0.528,0.517,0.0,-1.47,3.04,1.85,44.28,
688202,美迪西,63.85,0.4559,0.693,0.575,0.361,0.654,0.171,0.5,0.841,0.5,0.862,0.853,0.728,0.0,12.04,6.74,2.15,85.78386948,
300890,翔丰华,36.11,0.4558,0.725,0.825,0.397,0.787,0.15,0.5,0.506,0.5,0.54,0.606,0.7,0.0,5.43,10.5,1.58,43.18031922,
300440,运达科技,18.92,0.4555,0.622,0.501,0.643,0.752,0.461,0.5,0.231,0.5,0.781,0.821,0.7,0.0,-2.87,4.11,1.53,83.15654072,
605377,华旺科技,8.4,0.4551,0.874,0.349,0.677,0.381,0.15,0.5,0.782,0.5,1.0,0.655,1.0,-0.04,9.95,2.29,2.11,46.76030251,P32_extreme
603977,国泰集团,14.32,0.4549,0.66,0.77,0.28,0.815,0.352,0.5,0.81,0.5,0.672,0.84,0.0,0.0,5.22,4.34,1.6,88.96182977,
300649,杭州园林,28.73,0.4548,0.665,0.752,0.278,0.647,0.193,0.5,0.819,0.5,0.75,0.782,0.932,0.0,2.83,5.78,1.16,38.04329177,
920100,三协电机,41.56,0.4548,0.702,0.519,0.808,0.528,0.712,0.5,0.525,0.5,0.824,0.658,0.7,0.0,-6.04,14.91,1.24,42.94520311,P29_high_turnover
603322,超讯科技,29.5,0.4545,0.575,0.487,0.808,0.682,0.464,0.5,0.498,0.5,0.409,0.49,0.7,0.0,-0.67,3.67,1.26,46.48810482,
301317,鑫磊股份,64.8,0.4545,0.503,0.511,0.562,0.528,0.678,0.5,0.777,0.5,0.5,0.81,1.0,0.0,-4.0,8.04,1.2,101.85912,
300546,雄帝科技,16.75,0.4542,0.617,0.732,0.55,0.451,0.236,0.5,0.721,0.5,0.524,0.633,1.0,0.0,2.95,4.07,1.43,31.43132324,
688091,上海谊众,40.65,0.4541,0.832,0.418,0.643,0.528,0.235,0.5,0.301,0.5,0.939,0.271,0.7,0.0,-0.39,2.45,1.34,84.02502966,
920699,海达尔,70.3,0.454,0.456,0.513,0.672,0.528,0.523,0.5,0.781,0.5,0.667,0.738,1.0,0.0,-4.35,5.47,1.21,32.0745859,
603211,晋拓股份,36.93,0.4539,0.717,0.741,0.209,0.528,0.326,0.5,0.904,0.5,0.892,0.653,0.385,0.0,1.34,6.4,1.41,100.3786944,
600630,龙头股份,9.14,0.4535,0.693,0.691,0.337,0.255,0.271,0.5,0.943,0.5,1.0,0.97,0.078,0.0,7.91,10.0,1.3,38.83234997,
301419,阿莱德,47.79,0.4535,0.5,0.771,0.808,0.528,0.15,0.5,0.503,0.5,0.627,0.672,0.7,0.0,4.8,12.2,1.25,71.685,
603919,金徽酒,19.06,0.4532,0.736,0.602,0.639,0.668,0.383,0.5,0.259,0.5,0.5,0.346,0.7,0.0,2.97,2.33,1.6,96.68375543,
688486,龙迅股份,54.49,0.4531,0.446,0.575,0.588,0.528,0.678,0.5,0.787,0.5,0.676,0.806,0.608,0.0,-4.05,5.03,1.62,101.82612178,
301531,春光集团,74.6,0.453,0.652,0.563,0.792,0.745,0.781,0.5,0.536,0.5,0.462,0.776,0.7,0.0,-0.51,17.98,1.06,163.92107164,P29_high_turnover
300354,东华测试,34.06,0.4529,0.294,0.501,1.0,0.528,0.533,0.5,0.769,0.5,0.383,0.725,1.0,0.0,-3.81,4.93,1.18,47.11186046,
300231,银信科技,8.99,0.4527,0.696,0.752,0.359,0.752,0.235,0.5,0.491,0.5,0.753,0.7,0.7,0.0,3.57,4.13,1.9,39.94228825,
300382,斯莱克,17.88,0.4524,0.764,0.575,0.643,0.528,0.227,0.5,0.377,0.5,0.857,0.099,0.7,0.0,10.85,10.99,2.59,115.93391893,
301607,富特科技,44.47,0.4523,0.844,0.649,0.48,0.528,0.364,0.5,0.115,0.5,0.958,0.118,0.7,0.0,8.33,11.48,1.3,104.11704579,
301458,钧崴电子,62.25,0.4523,0.715,0.658,0.519,0.528,0.765,0.5,0.658,0.5,0.769,0.968,0.7,0.0,2.76,20.39,1.12,166.00002075,P29_high_turnover
603790,雅运股份,26.3,0.4523,0.798,0.438,0.303,0.815,0.539,0.5,0.444,0.5,0.761,0.597,0.7,0.0,-3.24,3.35,1.62,50.32768,
002888,惠威科技,22.48,0.4523,0.657,0.739,0.368,0.528,0.392,0.5,0.783,0.5,0.689,0.719,0.291,0.0,3.17,8.13,1.1,33.19023902,
603416,信捷电气,54.12,0.4523,0.612,0.329,0.808,0.528,0.518,0.5,0.453,0.5,0.714,0.523,0.7,0.0,-2.61,2.59,1.29,85.04342818,
002364,中恒电气,53.13,0.4522,0.583,0.539,0.808,0.633,0.504,0.5,0.45,0.5,0.545,0.093,0.7,0.0,-1.72,9.15,1.26,299.42206325,
688155,先惠技术,84.5,0.4521,0.832,0.571,0.189,0.787,0.209,0.5,0.876,0.5,0.619,0.874,0.242,0.0,1.32,3.69,1.13,106.83842676,
603255,鼎际得,34.19,0.4521,0.509,0.804,0.643,0.815,0.276,0.5,0.393,0.5,0.507,0.783,0.7,0.0,6.84,5.0,1.4,46.01689095,
600791,京能置业,10.78,0.452,0.827,0.517,0.643,0.528,0.15,0.5,0.159,0.5,0.909,0.427,0.7,0.0,10.0,6.13,1.23,48.820464,
001332,锡装股份,44.06,0.4518,0.552,0.53,0.643,0.528,0.712,0.5,0.428,0.5,0.661,0.599,0.7,0.0,-5.29,6.27,1.29,68.1546516,
600520,三佳科技,33.15,0.4517,0.374,0.718,0.674,0.528,0.437,0.5,0.899,0.5,0.375,0.895,0.923,0.0,1.5,12.5,1.26,52.519545,
600089,特变电工,25.08,0.4515,0.981,0.77,0.563,0.829,0.198,0.5,0.08,0.5,0.986,0.047,0.7,-0.05,7.55,5.47,2.0,1267.24037681,P32_pump_risk
603220,中贝通信,25.53,0.4515,0.541,0.649,0.511,0.682,0.443,0.5,0.904,0.5,0.5,0.912,0.031,0.0,1.23,8.05,1.01,136.92936893,
688379,华光新材,92.25,0.4512,0.801,0.513,0.106,0.528,0.483,0.5,0.936,0.5,0.906,0.931,0.168,0.0,-4.04,11.13,1.21,87.61772252,
002132,恒星科技,5.11,0.4511,0.568,0.686,0.643,0.528,0.74,0.5,0.135,0.5,0.727,0.386,0.7,0.0,0.0,6.0,1.55,71.61893407,
300868,杰美特,159.79,0.451,0.686,0.474,0.285,0.528,0.381,0.5,0.885,0.5,0.822,0.916,0.982,0.0,9.63,5.72,1.03,204.4545008,
000612,焦作万方,12.13,0.4509,0.966,0.575,0.547,0.843,0.15,0.5,0.317,0.5,0.818,0.678,0.7,-0.05,9.97,7.41,1.7,144.61378649,P32_pump_risk
600882,妙可蓝多,18.73,0.4509,0.912,0.684,0.363,0.619,0.414,0.5,0.812,0.5,0.5,0.688,0.638,-0.05,7.09,3.42,2.39,95.53304808,P32_pump_risk
300603,立昂技术,8.94,0.4509,0.725,0.795,0.511,0.682,0.228,0.5,0.316,0.5,0.545,0.413,0.7,0.0,3.23,5.59,1.36,41.55296185,
600558,大西洋,5.41,0.4509,0.565,0.445,0.808,0.528,0.442,0.5,0.486,0.5,0.648,0.586,0.7,0.0,-2.7,3.44,1.72,48.56042136,
300057,万顺新材,9.27,0.4508,0.508,0.582,0.808,0.843,0.294,0.5,0.47,0.5,0.333,0.761,0.7,0.0,-0.64,11.97,1.18,93.03107462,
605100,华丰股份,40.71,0.4507,0.565,0.817,0.507,0.528,0.305,0.5,0.774,0.5,0.719,0.751,0.013,0.0,3.96,4.9,1.69,97.3058562,
300409,道氏技术,22.63,0.4506,0.768,0.739,0.643,0.787,0.18,0.5,0.076,0.5,0.587,0.106,0.7,0.0,2.86,4.77,1.19,177.02293806,
600446,金证股份,11.83,0.4502,0.701,0.738,0.643,0.752,0.217,0.5,0.124,0.5,0.74,0.193,0.7,0.0,6.58,3.96,1.93,111.35194277,
603660,苏州科达,13.2,0.4499,0.593,0.679,0.606,0.451,0.389,0.5,0.829,0.5,0.429,0.428,0.551,0.0,8.46,10.72,2.48,75.43703587,
301448,开创电气,43.03,0.4499,0.526,0.646,0.643,0.528,0.635,0.5,0.415,0.5,0.617,0.577,0.7,0.0,0.47,5.81,1.19,45.00938,
300618,寒锐钴业,40.44,0.4497,0.814,0.801,0.256,0.724,0.175,0.5,0.342,0.5,0.7,0.69,0.7,0.0,5.78,5.39,1.39,125.2415036,
301246,宏源药业,30.03,0.4497,0.763,0.664,0.359,0.528,0.159,0.5,0.475,0.5,0.98,0.749,0.7,0.0,8.61,12.98,1.81,120.12204204,
300473,德尔股份,32.0,0.4495,0.639,0.825,0.482,0.528,0.254,0.5,0.452,0.5,0.783,0.545,0.7,0.0,6.1,5.83,1.64,55.25196256,
688318,财富趋势,82.86,0.4492,0.939,0.459,0.544,0.822,0.162,0.5,0.523,0.5,0.929,0.641,0.7,-0.05,13.52,3.61,1.63,297.10883164,P32_pump_risk
300404,博济医药,8.65,0.4491,0.621,0.56,0.705,0.654,0.178,0.5,0.475,0.5,0.655,0.653,0.7,0.0,-0.23,4.0,1.36,33.36728314,
300449,汉邦高科,9.21,0.449,0.473,0.797,0.608,0.451,0.476,0.5,0.808,0.5,0.333,0.713,0.564,0.0,1.99,11.66,1.6,35.55391459,
300576,容大感光,53.92,0.4489,0.866,0.607,0.504,0.773,0.377,0.5,0.119,0.5,0.471,0.103,0.7,0.0,8.34,16.35,1.11,217.66877072,
688111,金山办公,226.93,0.4486,0.853,0.612,0.49,0.822,0.196,0.5,0.038,0.5,0.9,0.151,0.7,0.0,4.4,2.44,1.75,1052.98568805,
603207,小方制药,22.75,0.4482,0.685,0.539,0.151,0.528,0.178,0.5,0.714,0.5,0.837,0.634,0.518,0.05,1.16,2.75,1.39,36.55316711,P32_ratio_accel
